Estado,Município,Cartório,Serviços,Status do Cartório,Tipo
MG,Arcos em Minas Gerais,Vara Única,Não informado,Ativo,Vara
MG,Arcos em Minas Gerais,"1ª Vara Cível, Criminal e da Infância e da Juventude da Comarca de Arcos",Não informado,Ativo,Vara
MG,Arcos em Minas Gerais,"2ª Vara Cível, Criminal e de Execuções Penais da Comarca de Arcos",Não informado,Ativo,Vara
MG,Arcos em Minas Gerais,Administração do Fórum,Não informado,Ativo,Vara
MG,Arcos em Minas Gerais,Assistência Social,Não informado,Ativo,Vara
MG,Arcos em Minas Gerais,Contadoria/tesouraria,Não informado,Ativo,Vara
MG,Arcos em Minas Gerais,Vara - Jesp do Juizado Especial de Arcos da Comarca de Arcos,Não informado,Ativo,Vara
MG,Areado em Minas Gerais,Cartório de Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
MG,Areado em Minas Gerais,Cartório do 1º Ofício de Notas,Notas,Ativo,Cartório
MG,Areado em Minas Gerais,Ofício do 1º Tabelionato de Protesto de Títulos,Protesto de Títulos,Ativo,Cartório
MG,Areado em Minas Gerais,Ofício do 2º Tabelionato de Notas,Notas,Ativo,Cartório
MG,Areado em Minas Gerais,Ofício do Registro Civil das Pessoas Naturais,Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Areado em Minas Gerais,Ofício do Registro de Títulos e Documentos e Civil das Pessoas Jurídicas,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
MG,Areado em Minas Gerais,Vara Única da Comarca de Areado,Não informado,Ativo,Vara
MG,Areado em Minas Gerais,Administração do Fórum,Não informado,Ativo,Vara
MG,Areado em Minas Gerais,Contadoria/tesouraria,Não informado,Ativo,Vara
MG,Argirita em Minas Gerais,Ofício do Registro Civil Com Atribuição Notarial de Argirita,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Aricanduva em Minas Gerais,"Cartório de Registro Civil das Pessoas Naturais e Tabelionato de Notas, Interdições e Tutelas",Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Arinos em Minas Gerais,1º Ofício de Notas,Notas,Ativo,Cartório
MG,Arinos em Minas Gerais,1º Tabelionato de Protestos de Arinos,Protesto de Títulos,Ativo,Cartório
MG,Arinos em Minas Gerais,2º Tabelionato de Notas de Arinos,Notas,Ativo,Cartório
MG,Arinos em Minas Gerais,Cartório de Registro Civil das Pessoas Naturais,Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Arinos em Minas Gerais,Ofício de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
MG,Arinos em Minas Gerais,Ofício do Registro Civil e Tabelionato de Notas de Urucaia,Não informado,Inativo,Cartório
MG,Arinos em Minas Gerais,Registro de Imóveis de Arinos,Registro Civil das Pessoas Jurídicas; Registro de Imóveis,Ativo,Cartório
MG,Arinos em Minas Gerais,Vara Única da Comarca de Arinos,Não informado,Ativo,Vara
MG,Arinos em Minas Gerais,Administração do Fórum,Não informado,Ativo,Vara
MG,Arinos em Minas Gerais,Contadoria/tesouraria,Não informado,Ativo,Vara
MG,Astolfo Dutra em Minas Gerais,Cartório de Registro Civil Pessoas Naturais e Notas de Astolfo Dutra,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Astolfo Dutra em Minas Gerais,Ofício do Registro Civil Com Atribuição Notarial de Santana do Campestre,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Astolfo Dutra em Minas Gerais,Ofício do Registro Civil e Tabelionato de Notas de Sobral Pinto,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Ataléia em Minas Gerais,Cartório do Registro Civil e Notas de Ataléia,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Ataléia em Minas Gerais,Ofício do Registro Civil e Tabelionato de Notas de Fidelândia,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Ataléia em Minas Gerais,Ofício do Registro Civil e Tabelionato de Notas de Novo Horizonte,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Ataléia em Minas Gerais,Ofício do Registro das Pessoas Naturais e Notas,Notas,Inativo,Cartório
MG,Ataléia em Minas Gerais,Registro Civil e Tabelionato de Notas do Distrito de Finelândia,Não informado,Inativo,Cartório
MG,Lima em Minas Gerais,Ofício do Registro Civil e Tabelionato de Notas de Augusto de Lima,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Baependi em Minas Gerais,Baependi Cartório de Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
MG,Baependi em Minas Gerais,Cartório de Registro Civil das Pessoas Naturais,Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Baependi em Minas Gerais,Ofício do 2º Tabelionato de Notas,Notas,Ativo,Cartório
MG,Baependi em Minas Gerais,Primeiro Tabelionato de Notas,Notas,Ativo,Cartório
MG,Baependi em Minas Gerais,Registro de Títulos e Documentos e Civil das Pessoas Jurídicas,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
MG,Baependi em Minas Gerais,Tabelionato de Protestos de Títulos de Baependi,Protesto de Títulos,Ativo,Cartório
MG,Baependi em Minas Gerais,Vara Única da Comarca de Baependi,Não informado,Ativo,Vara
MG,Baependi em Minas Gerais,Administração do Fórum,Não informado,Ativo,Vara
MG,Baependi em Minas Gerais,Contadoria/tesouraria,Não informado,Ativo,Vara
MG,Baldim em Minas Gerais,Cartório de Paz e Notas de Baldim,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Baldim em Minas Gerais,Cartório de Registro Civil das Pessoas Naturais Com Atribuição Notarial,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Baldim em Minas Gerais,Cartório São Vicente - Ofício de Registro Civil das Pessoas Naturais e Notas,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Bambuí em Minas Gerais,Cartório de Protesto de Títulos,Protesto de Títulos,Ativo,Cartório
MG,Bambuí em Minas Gerais,Cartório de Registro Civil de Bambui/MG,Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Bambuí em Minas Gerais,Cartório de Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
MG,Bambuí em Minas Gerais,Cartório do 1º Ofício de Notas,Notas,Ativo,Cartório
MG,Bambuí em Minas Gerais,Cartório do 2º Ofício de Notas,Notas,Ativo,Cartório
MG,Bambuí em Minas Gerais,Registro de Títulos e Documentos e Civil das Pessoas Jurídicas,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
MG,Bambuí em Minas Gerais,Vara Única da Comarca de Bambuí,Não informado,Ativo,Vara
MG,Bambuí em Minas Gerais,Administração do Fórum,Não informado,Ativo,Vara
MG,Bambuí em Minas Gerais,Contadoria/tesouraria,Não informado,Ativo,Vara
MG,Bandeira em Minas Gerais,Ofício do Registro Civil Com Atribuição Notarial de Bandeira,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Bandeira do Sul em Minas Gerais,Cartório 1º Ofício de Notas e Registro Civil,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Cocais em Minas Gerais,Cartório de Registro Civil de Pessoas Naturais de Barão de Cocais,Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Cocais em Minas Gerais,Cartório de Registro de Protestos,Protesto de Títulos,Ativo,Cartório
MG,Cocais em Minas Gerais,Ofício de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas de Barão de Cocais,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
MG,Cocais em Minas Gerais,Ofício do 1º Tabelionato de Notas,Notas,Ativo,Cartório
MG,Cocais em Minas Gerais,Ofício do 2º Tabelionato de Notas,Notas,Ativo,Cartório
MG,Cocais em Minas Gerais,Ofício do Registro Civil e Tabelionato de Notas do Distrito de Cocais,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Cocais em Minas Gerais,Registro Civil e Tabelionato de Notas do Distrito de Cocais,Não informado,Inativo,Cartório
MG,Cocais em Minas Gerais,Serviço de Registro de Imóveis de Barão de Cocais,Registro de Imóveis,Ativo,Cartório
MG,Cocais em Minas Gerais,Vara Única da Comarca de Barão de Cocais,Não informado,Ativo,Vara
MG,Cocais em Minas Gerais,Administração do Fórum,Não informado,Ativo,Vara
MG,Cocais em Minas Gerais,Contadoria/tesouraria,Não informado,Ativo,Vara
MG,Monte Alto em Minas Gerais,Ofício do Registro Civil e Tabelionato de Notas de Cachoeira Alegre,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Monte Alto em Minas Gerais,Rcpn e Tabelionato de Notas de Barão do Monte Alto/MG,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Monte Alto em Minas Gerais,Registro Civil das Pessoas Naturais,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Barbacena em Minas Gerais,1º Ofício de Registro de Imóveis de Barbacena,Registro de Imóveis,Ativo,Cartório
MG,Barbacena em Minas Gerais,Barbacena Cartório do 3º Ofício de Notas,Notas,Ativo,Cartório
MG,Barbacena em Minas Gerais,Barbacena Cartório Segundo Ofício de Notas,Notas,Ativo,Cartório
MG,Barbacena em Minas Gerais,Cartório de Registro Civil das Pessoas Naturais do 2° Subdistrito e de Interdições e Tutelas,Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Barbacena em Minas Gerais,Cartório de Registro Civil e Notas de Senhora das Dores,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Barbacena em Minas Gerais,Cartório do Primeiro Ofício de Notas,Notas,Ativo,Cartório
MG,Barbacena em Minas Gerais,Cartório Machado Oliveira,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
MG,Barbacena em Minas Gerais,Ofício 1º Registro Civil das Pessoas Naturais,Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Barbacena em Minas Gerais,Ofício do Segundo Registro de Imóveis de Barbacena Mg,Registro de Imóveis,Ativo,Cartório
MG,Barbacena em Minas Gerais,Registro Civil das Pessoas Naturais Notas de Padre Brito,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Barbacena em Minas Gerais,Registro Civil das Pessoas Naurais e Atribuição de Notas de Correia de Almeida,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Barbacena em Minas Gerais,Tabelionato de Registro de Protesto de Títulos,Protesto de Títulos,Ativo,Cartório
MG,Barbacena em Minas Gerais,Vara de Família e Cível da Infância e da Juventude da Comarca de Barbacena,Não informado,Ativo,Vara
MG,Barbacena em Minas Gerais,1ª Vara Criminal e de Execuções Criminais da Comarca de Barbacena,Não informado,Ativo,Vara
MG,Barbacena em Minas Gerais,3ª Vara Cível da Comarca de Barbacena,Não informado,Ativo,Vara
MG,Barbacena em Minas Gerais,2ª Vara Cível da Comarca de Barbacena,Não informado,Ativo,Vara
MG,Barbacena em Minas Gerais,Unidade Jurisdicional Única do Juizado Especial de Barbacena,Não informado,Ativo,Vara
MG,Barbacena em Minas Gerais,2ª J Especial,Não informado,Ativo,Vara
MG,Barbacena em Minas Gerais,1ª Vara Cível da Comarca de Barbacena,Não informado,Ativo,Vara
MG,Barbacena em Minas Gerais,2ª Vara Criminal e Infracional da Infância e da Juventude da Comarca de Barbacena,Não informado,Ativo,Vara
MG,Barbacena em Minas Gerais,Administração do Fórum,Não informado,Ativo,Vara
MG,Barbacena em Minas Gerais,Centro Judiciário de Solução de Conflitos e Cidadania,Não informado,Ativo,Vara
MG,Barbacena em Minas Gerais,Contadoria/tesouraria,Não informado,Ativo,Vara
MG,Barbacena em Minas Gerais,Juizado Especial de Barbacena - Administração -,Não informado,Ativo,Vara
MG,Barbacena em Minas Gerais,Turma Recursal do Grupo Jurisdicional de Barbacena,Não informado,Ativo,Vara
MG,Barra Longa em Minas Gerais,Cartório de Registro Civil e Tabelionato de Notas,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Barra Longa em Minas Gerais,Ofício do Registro Civil e Tabelionato de Notas de Felipe dos Santos,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
MG,Barroso em Minas Gerais,1º Ofício de Notas de Barroso/MG,Notas,Ativo,Cartório
MG,Barroso em Minas Gerais,2º Tabelionato de Notas,Notas,Ativo,Cartório
MG,Barroso em Minas Gerais,Cartório de Registro de Imóveis de Barroso,Registro de Imóveis,Ativo,Cartório
MG,Barroso em Minas Gerais,Cartório de Registro de Títulos e Documentos e Registro Civil de Pessoas Jurídicas,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
MG,Barroso em Minas Gerais,Registro Civil das Pessoas Naturais de Barroso,Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas,Ativo,Cartório
