Estado,Município,Cartório,Serviços,Status do Cartório,Tipo
PR,Barbosa Ferraz,Serviço de Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
PR,Barbosa Ferraz,Serviço Distrital de Ourilândia,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Barbosa Ferraz,Tabelionato de Notas,Notas,Inativo,Cartório
PR,Barbosa Ferraz,Tabelionato de Protestos de Títulos,Protesto de Títulos,Ativo,Cartório
PR,Barbosa Ferraz,Juízo Único - Barbosa Ferraz,Não informado,Ativo,Vara
PR,Barbosa Ferraz,Vara Criminal - Barbosa Ferraz,Não informado,Ativo,Vara
PR,Barbosa Ferraz,Vara Cível - Barbosa Ferraz,Não informado,Ativo,Vara
PR,Barbosa Ferraz,Barbosa Ferraz - Juízo Único,Não informado,Ativo,Vara
PR,Barbosa Ferraz,Barbosa Ferraz - Plantão Judiciário,Não informado,Ativo,Vara
PR,Barra do Jacaré,Serviço Distrital de Barra do Jacare,Não informado,Inativo,Cartório
PR,Barra do Jacaré,Serviço Distrital de Barra do Jacaré,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Barracão,Serviço Distrital de Flor da Serra do Sul,Não informado,Inativo,Cartório
PR,Barracão,Servico do Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
PR,Barracão,"Serviços de Registro Civil das Pessoas Naturais, Acumulando Precariamente O Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
PR,Barracão,Tabelionato de Notas,Notas,Ativo,Cartório
PR,Barracão,Barracão - Juízo Único,Não informado,Ativo,Vara
PR,Barracão,Vara Cível- Barracão,Não informado,Ativo,Vara
PR,Barracão,Vara Criminal - Barracão -,Não informado,Ativo,Vara
PR,Barracão,Barracão - Plantão Judiciário,Não informado,Ativo,Vara
PR,Bela Vista da Caroba,Registro Civil e Tabelionato Bela Vista da Caroba,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Bela Vista do Paraíso,Ofício de Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
PR,Bela Vista do Paraíso,"Serviço de Registro Civil das Pessoas Naturais, Acumulando, Precariamente, O Serviço de Registro Títulos e Documentos e Civil das Pessoas Jurídicas",Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
PR,Bela Vista do Paraíso,Serviço Distrital de Santa Margarida,Notas; Registro Civil das Pessoas Naturais; Registro de Imóveis,Ativo,Cartório
PR,Bela Vista do Paraíso,"Tabelionato de Notas Acumulando, Precariamente, O Tabelionato de Protesto de Títulos",Notas; Protesto de Títulos,Ativo,Cartório
PR,Bela Vista do Paraíso,Bela Vista do Paraíso - Juízo Único,Não informado,Ativo,Vara
PR,Bela Vista do Paraíso,Vara Cível - Bela Vista do Paraiso,Não informado,Ativo,Vara
PR,Bela Vista do Paraíso,Vara Criminal - Bela Vista do Paraiso,Não informado,Ativo,Vara
PR,Bela Vista do Paraíso,Bela Vista do Paraíso - Plantão Judiciário,Não informado,Ativo,Vara
PR,Bituruna,Serviço Distrital de Bituruna,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Boa Esperança,Serviço Distrital de Boa Esperança,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Boa Esperança do Iguaçu,Serviço Distrital de Boa Esperança do Iguaçu,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,São Roque,Serviço Distrital de Boa Ventura de São Roque,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Boa Vista da Aparecida,Serviço Distrital de Boa Vista da Aparecida,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Bocaiúva do Sul,"Serviço de Registro Civil das Pessoas Naturais, Acumulando, Precariamente, O Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
PR,Bocaiúva do Sul,Serviço de Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
PR,Bocaiúva do Sul,Serviço Distrital de Marques de Abrantes,Não informado,Inativo,Cartório
PR,Bocaiúva do Sul,"Tabelionato de Notas, Acumulando, Precariamente, O Tabelionato de Protesto de Títulos",Notas; Protesto de Títulos,Ativo,Cartório
PR,Bocaiúva do Sul,Bocaiúva do Sul - Juízo Único,Não informado,Ativo,Vara
PR,Bocaiúva do Sul,Vara Cível - Bocaiuva do Sul,Não informado,Ativo,Vara
PR,Bocaiúva do Sul,Vara Criminal - Bocaiuva do Sul,Não informado,Ativo,Vara
PR,Bocaiúva do Sul,Bocaiúva do Sul - Plantão Judiciário,Não informado,Ativo,Vara
PR,Bom Jesus do Sul,Serviço Distrital de Bom Jesus do Sul,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Bom Sucesso,Serviço Distrital de Bom Sucesso,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Bom Sucesso do Sul,Serviço Distrital de Bom Sucesso do Sul,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Borrazópolis,Cartório Distrital de Borrazópolis/PR,Notas; Registro Civil das Pessoas Naturais,Inativo,Cartório
PR,Borrazópolis,Serviço Distrital,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Braganey,Serviço Distrital de Braganey -,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Brasilândia do Sul,Serviço Distrital de Brasilândia do Sul,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Cafeara,Serviço Distrital de Cafeara,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Cafelândia,Serviço Distrital de Cafelândia,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Cafezal do Sul,Serviço Distrital de Cafezal do Sul,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Califórnia,Serviço Distrital de Califórnia,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Cambará,"Serviço de Registro Civil das Pessoas Naturais, Acumulando, Precariamente, O Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
PR,Cambará,Serviço de Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
PR,Cambará,"Tabelionato de Notas, Acumulando, Precariamente, O Tabelionato de Protesto de Títulos",Notas; Protesto de Títulos,Ativo,Cartório
PR,Cambará,Cambará - Juízo Único,Não informado,Ativo,Vara
PR,Cambará,Vara Cível - Cambara,Não informado,Ativo,Vara
PR,Cambará,Vara Criminal - Cambara -,Não informado,Ativo,Vara
PR,Cambará,Cambará - Plantão Judiciário,Não informado,Ativo,Vara
PR,Cambé,"Serviço de Registro Civil das Pessoas Naturais, Acumulando Precariamente O Serviço de Registro de Títulos e Documentos e Registro Civil das Pessoas Jurídicas e 2º Tabelionato de Protesto de Títulos",Protesto de Títulos; Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas; Registro de Títulos e Documentos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
PR,Cambé,Serviço de Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
PR,Cambé,Tabelionato de Notas e 1º Tabelionato de Protesto de Títulos,Notas; Protesto de Títulos,Ativo,Cartório
PR,Cambé,Juizado Especial - Cambe -,Não informado,Ativo,Vara
PR,Cambé,Vara Criminal - Cambe -,Não informado,Ativo,Vara
PR,Cambé,Vara da Infancia e da Juventude e Anexos - Cambe,Não informado,Ativo,Vara
PR,Cambé,1ª Vara Cível - Cambe,Não informado,Ativo,Vara
PR,Cambé,2ª Vara Cível - Cambe,Não informado,Ativo,Vara
PR,Cambé,Cambé - 1ª Vara Cível e da Fazenda Pública,Não informado,Ativo,Vara
PR,Cambé,Cambé - 2ª Vara Cível e da Fazenda Pública,Não informado,Ativo,Vara
PR,Cambé,"Cambé - Juizado Especial Cível, Criminal e da Fazenda Pública",Não informado,Ativo,Vara
PR,Cambé,Cambé - Plantão Judiciário,Não informado,Ativo,Vara
PR,Cambé,Cambé - Vara Criminal,Não informado,Ativo,Vara
PR,Cambé,"Cambé - Vara de Família e Sucessões, Infância e Juventude, Acidentes do Trabalho, Registros Públicos e Corregedoria do Foro Extrajudicial",Não informado,Ativo,Vara
PR,Cambé,22ª Seção Judiciária - Cambe,Não informado,Ativo,Vara
PR,Cambira,Serviço Distrital de Cambira,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Campina da Lagoa,"Serviço de Registro Civil das Pessoas Naturais, Acumulando, Precariamente, O Serviço Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Registro Civil das Pessoas Naturais; Registro de Interdições e Tutelas; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
PR,Campina da Lagoa,Serviço de Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
PR,Campina da Lagoa,Serviço Distrital de Bela Vista do Piquiri,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Campina da Lagoa,Serviço Distrital de Geremias Lunardelli,Não informado,Inativo,Cartório
PR,Campina da Lagoa,Serviço Distrital de Salles de Oliveira,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Campina da Lagoa,Serviço Distrital de Santo Rei,Não informado,Inativo,Cartório
PR,Campina da Lagoa,"Tabelionato de Notas, Acumulando, Precariamente O Tabelionato de Protesto de Títulos",Notas; Protesto de Títulos,Ativo,Cartório
PR,Campina da Lagoa,Tabelionato de Protesto de Títulos,Não informado,Inativo,Cartório
PR,Campina da Lagoa,Vara Criminal - Campina da Lagoa,Não informado,Ativo,Vara
PR,Campina da Lagoa,Campina da Lagoa - Juízo Único,Não informado,Ativo,Vara
PR,Campina da Lagoa,Vara Cível - Campina da Lagoa,Não informado,Ativo,Vara
PR,Campina da Lagoa,Campina da Lagoa - Plantão Judiciário,Não informado,Ativo,Vara
PR,Campina do Simão,Serviço Distrital de Campina do Simão,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Campina Grande do Sul,Serviço de Registro das Pessoas Naturais Acumulando Precariamente O Serviço de Registro de Títulos e Documento Civil das Pessoas Jurídicas,Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Campina Grande do Sul,Serviço de Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
PR,Campina Grande do Sul,Serviço Distrital de Borda do Campo,Não informado,Inativo,Cartório
PR,Campina Grande do Sul,Serviço Distrital de Jardim Paulista,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Campina Grande do Sul,Serviço Distrital de Paiol de Baixo,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Campina Grande do Sul,Serviço Distrital de Quatro Barras,Não informado,Inativo,Cartório
PR,Campina Grande do Sul,"Tabelionato de Notas, Acumulando, Precariamente, O Tabelionato de Protesto de Títulos",Notas; Protesto de Títulos,Ativo,Cartório
PR,Campina Grande do Sul,Juizado Especial Civel Criminal - Campina Grande do Sul,Não informado,Ativo,Vara
PR,Campina Grande do Sul,Campina Grande do Sul - Juízo Único,Não informado,Ativo,Vara
PR,Campina Grande do Sul,Vara Criminal e Infância e Juventude,Não informado,Ativo,Vara
PR,Campina Grande do Sul,Vara Cível e da Fazenda Pública - Campina Grande do Sul,Não informado,Ativo,Vara
PR,Campina Grande do Sul,"Vara Cível, Fazenda Pública, Acid. Trabalho, Reg. Publicos e Corr. do Foro Extrajudicial - Campina Grande do Sul",Não informado,Ativo,Vara
PR,Campina Grande do Sul,Campina Grande do Sul - Juizado Especial Cível e Criminal,Não informado,Ativo,Vara
PR,Campina Grande do Sul,Campina Grande do Sul - Plantão Judiciário,Não informado,Ativo,Vara
PR,Campina Grande do Sul,Campina Grande do Sul - Vara Cível e da Fazenda Pública,Não informado,Ativo,Vara
PR,Campina Grande do Sul,Campina Grande do Sul - Vara Criminal e Infância e Juventude,Não informado,Ativo,Vara
PR,Campina Grande do Sul,"Campina Grande do Sul - Vara de Família e Sucessões, Acidentes do Trabalho, Registros Públicos e Corregedoria do Foro Extrajudicial e Juizado Especial Cível, Criminal e da Fazenda Pública",Não informado,Ativo,Vara
PR,Campo Bonito,Serviço Distrital de Campo Bonito,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Campo do Tenente,Serviço Distrital de Campo do Tenente,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Campo Largo,1º Serviço de Registro de Imóveis,Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
PR,Campo Largo,"1º Tabelionato de Notas, Acumulando Precariamente O 1º Tabelionato de Protesto de Títulos",Notas; Protesto de Títulos,Ativo,Cartório
PR,Campo Largo,2º Tabelionato de Protesto de Títulos de Campo Largo,Não informado,Inativo,Cartório
PR,Campo Largo,Ofício de Títulos e Documentos e Civil das Pessoas Jurídicas,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
PR,Campo Largo,Serviço Distrital de Balsa Nova,Não informado,Inativo,Cartório
PR,Campo Largo,Serviço Distrital de Bateias,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Campo Largo,Serviço Distrital de Ferraria,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Campo Largo,Serviço Distrital de Três Córregos,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Campo Largo,Vara Criminal - Campo Largo,Não informado,Ativo,Vara
PR,Campo Largo,Juizado Especial - Campo Largo,Não informado,Ativo,Vara
PR,Campo Largo,1ª Vara Cível - Campo Largo,Não informado,Ativo,Vara
PR,Campo Largo,"Vara Familia e Suc, Infancia e Juv... - Campo Largo",Não informado,Ativo,Vara
PR,Campo Largo,2ª Vara Cível - Campo Largo,Não informado,Ativo,Vara
PR,Campo Largo,Campo Largo - 1ª Vara Cível e da Fazenda Pública,Não informado,Ativo,Vara
PR,Campo Largo,Campo Largo - 2ª Vara Cível e da Fazenda Pública,Não informado,Ativo,Vara
PR,Campo Largo,"Campo Largo - Juizado Especial Cível, Criminal e da Fazenda Pública",Não informado,Ativo,Vara
PR,Campo Largo,Campo Largo - Plantão Judiciário,Não informado,Ativo,Vara
PR,Campo Largo,Campo Largo - Vara Criminal,Não informado,Ativo,Vara
PR,Campo Largo,"Campo Largo - Vara de Família e Sucessões, Infância e Juventude, Acidentes do Trabalho, Registros Públicos e Corregedoria do Foro Extrajudicial",Não informado,Ativo,Vara
PR,Campo Magro,Serviço Distrital de Campo Magro,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Campo Mourão,1º Tabelionato de Notas,Notas,Ativo,Cartório
PR,Campo Mourão,"1ºtabelionato de Protesto de Títulos, Acumulando, Precariamente, O Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Protesto de Títulos; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
PR,Campo Mourão,2º Serviço de Registro de Imóveis,Notas; Registro de Imóveis,Ativo,Cartório
PR,Campo Mourão,2º Tabelionato de Notas,Notas,Ativo,Cartório
PR,Campo Mourão,Registro de Imóveis 1º Ofício de Campo Mourãp Pr,Registro de Imóveis,Ativo,Cartório
PR,Campo Mourão,Segundo Tabelionato de Título,Protesto de Títulos,Ativo,Cartório
PR,Campo Mourão,Serviço de Registro Civil das Pessoas Naturais e 3º Tabelionato de Notas,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Campo Mourão,Serviço Distrital de Arapuan,Não informado,Inativo,Cartório
PR,Campo Mourão,Serviço Distrital de Piquirivaí,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Campo Mourão,2ª Vara Criminal - Campo Mourão,Não informado,Ativo,Vara
PR,Campo Mourão,1ª Vara Criminal - Campo Mourão,Não informado,Ativo,Vara
PR,Campo Mourão,Juizado Especial - Campo Mourão,Não informado,Ativo,Vara
PR,Campo Mourão,Vara da Infância e Juventude - Campo Mourão,Não informado,Ativo,Vara
PR,Campo Mourão,1ª Vara Cível - Campo Mourão,Não informado,Ativo,Vara
PR,Campo Mourão,2ª Vara Cível - Campo Mourão,Não informado,Ativo,Vara
PR,Campo Mourão,Campo Mourão - 1ª Vara Cível e da Fazenda Pública,Não informado,Ativo,Vara
PR,Campo Mourão,Campo Mourão - 1ª Vara Criminal,Não informado,Ativo,Vara
PR,Campo Mourão,Campo Mourão - 2ª Vara Cível e da Fazenda Pública,Não informado,Ativo,Vara
PR,Campo Mourão,Campo Mourão - 2ª Vara Criminal,Não informado,Ativo,Vara
PR,Campo Mourão,"Campo Mourão - Juizado Especial Cível, Criminal e da Fazenda Pública",Não informado,Ativo,Vara
PR,Campo Mourão,Campo Mourão - Plantão Judiciário,Não informado,Ativo,Vara
PR,Campo Mourão,"Campo Mourão - Vara de Família e Sucessões, Infância e Juventude, Acidentes do Trabalho, Registros Públicos e Corregedoria do Foro Extrajudicial",Não informado,Ativo,Vara
PR,Campo Mourão,23ª Seção Judiciária - Campo Mourão,Não informado,Ativo,Vara
PR,Abreu,"Serviço de Registro de Imóveis, Acumulando, Precariamente, O Serviço de Registro Civil das Pessoas Naturais e O Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
PR,Abreu,Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas e Serviço de Registro Civil das Pessoas Naturais,Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Inativo,Cartório
PR,Abreu,Serviço Distrital de Tereza Cristina,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Abreu,Serviço Distrital de Três Bicos,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Abreu,"Tabelionato de Notas, Acumulando, Precariamente, Tabelionato de Protestos de Títulos",Notas; Protesto de Títulos,Ativo,Cartório
PR,Abreu,Cândido de Abreu - Juízo Único,Não informado,Ativo,Vara
PR,Abreu,Vara Criminal - Candido de Abreu,Não informado,Ativo,Vara
PR,Abreu,Vara Cível - Candido de Abreu,Não informado,Ativo,Vara
PR,Abreu,Cândido de Abreu - Plantão Judiciário,Não informado,Ativo,Vara
PR,Candói,Serviço Distrital de Paz,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Cantagalo,"Serviço de Registro de Imóveis, Acumulando Precariamente O Serviço de Registro Civil das Pessoas Naturais e O Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Interdições e Tutelas; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
PR,Cantagalo,Tabelionato de Notas,Notas,Ativo,Cartório
PR,Cantagalo,Tabelionato de Protesto de Títulos,Protesto de Títulos,Ativo,Cartório
PR,Cantagalo,Tabelionato de Protestos e Títulos,Registro de Contratos Marítimos,Inativo,Cartório
PR,Cantagalo,Vara Criminal - Cantagalo,Não informado,Ativo,Vara
PR,Cantagalo,Cantagalo - Juízo Único,Não informado,Ativo,Vara
PR,Cantagalo,Vara Cível - Cantagalo,Não informado,Ativo,Vara
PR,Cantagalo,Cantagalo - Plantão Judiciário,Não informado,Ativo,Vara
PR,Capanema,Cartório de Registro Civil e Anexos,Notas; Registro Civil das Pessoas Naturais,Inativo,Cartório
PR,Capanema,Registro Civil e Tabelionato Alto Faraday,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Capanema,"Serviço de Registro Civil das Pessoas Naturais, Acumulando, Precariamente, O Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
PR,Capanema,Serviço de Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
PR,Capanema,Serviço Distrital de Cristo Rei,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Capanema,Serviço Distrital de São Luiz,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Capanema,Tabelionato de Notas,Notas,Ativo,Cartório
PR,Capanema,Tabelionato de Protesto de Títulos de Capanema - Pr,Protesto de Títulos,Ativo,Cartório
PR,Capanema,Vara Cível - Capanema,Não informado,Ativo,Vara
PR,Capanema,Vara Criminal - Capanema,Não informado,Ativo,Vara
PR,Capanema,Capanema - Plantão Judiciário,Não informado,Ativo,Vara
PR,Capanema,"Capanema - Vara Cível, da Fazenda Pública, Acidentes do Trabalho, Registros Públicos e Corregedoria do Foro Extrajudicial",Não informado,Ativo,Vara
PR,Capanema,"Capanema - Vara Criminal, Família e Sucessões, Infância e Juventude e Juizado Especial Cível, Criminal e da Fazenda Pública",Não informado,Ativo,Vara
PR,Capitão Leônidas Marques,Registro de Imóveis de Capitão Leônidas Marques - Pr,Registro de Imóveis,Ativo,Cartório
PR,Capitão Leônidas Marques,Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas,Registro Civil das Pessoas Naturais; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
PR,Capitão Leônidas Marques,"Tabelionato de Notas, Acumulando, Precariamente, O Tabelionato de Proteto de Títulos",Notas; Protesto de Títulos,Ativo,Cartório
PR,Capitão Leônidas Marques,Capitão Leônidas Marques - Juízo Único,Não informado,Ativo,Vara
PR,Capitão Leônidas Marques,Vara Criminal - Capitão Leonidas Marques,Não informado,Ativo,Vara
PR,Capitão Leônidas Marques,Vara Cível - Capitão Leonidas Marques,Não informado,Ativo,Vara
PR,Capitão Leônidas Marques,Capitão Leônidas Marques - Plantão Judiciário,Não informado,Ativo,Vara
PR,Carambeí,Serviço Distrital de Carambeí,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Carlópolis,"Serviço de Registro de Imóveis, Acumulando Precariamente O Serviço de Registro Civil das Pessoas Naturais e O Serviço de Títulos e Documentos e Civil das Pessoas Jurídicas",Registro Civil das Pessoas Naturais; Registro de Imóveis; Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
PR,Carlópolis,"Tabelionato de Notas, Acumulando, Precariamente, O Tabelionato de Protesto de Títulos.",Notas; Protesto de Títulos,Ativo,Cartório
PR,Carlópolis,Carlópolis - Juízo Único,Não informado,Ativo,Vara
PR,Carlópolis,Vara Criminal - Carlopolis,Não informado,Ativo,Vara
PR,Carlópolis,Vara Cível - Carlopolis,Não informado,Ativo,Vara
PR,Carlópolis,Carlópolis - Plantão Judiciário,Não informado,Ativo,Vara
PR,Cascavel,1º Of Protesto de Títulos - Csc,Não informado,Inativo,Cartório
PR,Cascavel,1º Serviço de Registro Civil das Pessoas Naturais e O 4º Tabelionato de Notas,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Cascavel,1º Serviço de Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
PR,Cascavel,1º Tabelionato de Notas,Notas,Ativo,Cartório
PR,Cascavel,1º Tabelionato de Protesto de Títulos,Protesto de Títulos,Ativo,Cartório
PR,Cascavel,2º Serviço de Registro Civil das Pessoas Naturais e O 5º Tabelionato de Notas,Notas; Registro Civil das Pessoas Naturais,Ativo,Cartório
PR,Cascavel,2º Serviço de Registro de Imóveis,Registro de Imóveis,Ativo,Cartório
PR,Cascavel,2º Tabelionato de Notas,Notas,Ativo,Cartório
PR,Cascavel,2º Tabelionato de Protestos de Títulos,Protesto de Títulos,Ativo,Cartório
PR,Cascavel,3º Serviço de Registro de Imóveis,Registro de Imóveis,Inativo,Cartório
PR,Cascavel,3º Tabelionato de Notas,Notas,Ativo,Cartório
PR,Cascavel,Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,Cartório
PR,Cascavel,"2ª Juizado Especial Cível, Criminal e Fazenda Pública - Cascavel",Não informado,Ativo,Vara
PR,Cascavel,Vara da Fazenda Pública - Cascavel,Não informado,Ativo,Vara
PR,Cascavel,2ª Vara Criminal - Cascavel,Não informado,Ativo,Vara
PR,Cascavel,2ª Vara de Família e Acidentes do Trabalho - Cascavel,Não informado,Ativo,Vara
PR,Cascavel,3ª Vara Cível - Cascavel,Não informado,Ativo,Vara
PR,Cascavel,5ª Vara Civel - Cascavel,Não informado,Ativo,Vara
PR,Cascavel,2ª Vara Cível - Cascavel,Não informado,Ativo,Vara
PR,Cascavel,"1ª Juizado Especial Cível, Criminal e Fazenda Pública - Cascavel",Não informado,Ativo,Vara
PR,Cascavel,Vara da Infância e da Juventude - Cascavel -,Não informado,Ativo,Vara
PR,Cascavel,Vara de Execuções Penais - Cascavel -,Não informado,Ativo,Vara
PR,Cascavel,Vara de Execuções Penais e Corregedoria dos Presídios - Cascavel,Não informado,Ativo,Vara
PR,Cascavel,"3ª Juizado Especial Cível, Criminal e Fazenda Pública - Cascavel -",Não informado,Ativo,Vara
PR,Cascavel,3ª Vara Criminal - Cascavel,Não informado,Ativo,Vara
PR,Cascavel,4ª Vara Civel - Cascavel,Não informado,Ativo,Vara
PR,Cascavel,1ª Vara Criminal - Cascavel,Não informado,Ativo,Vara
PR,Cascavel,1ª Vara Cível - Cascavel,Não informado,Ativo,Vara
PR,Cascavel,1ª Vara de Família - Cascavel,Não informado,Ativo,Vara
PR,Cascavel,Cascavel - 1ª Vara Cível,Não informado,Ativo,Vara
PR,Cascavel,Cascavel - 1ª Vara Criminal,Não informado,Ativo,Vara
PR,Cascavel,"Cascavel - 1ª Vara de Família e Sucessões, Registros Públicos e Corregedoria do Foro Extrajudicial",Não informado,Ativo,Vara
PR,Cascavel,"Cascavel - 1ª Juizado Especial Cível, Criminal e da Fazenda Pública",Não informado,Ativo,Vara
PR,Cascavel,Cascavel - 2ª Vara Cível,Não informado,Ativo,Vara
PR,Cascavel,Cascavel - 2ª Vara Criminal,Não informado,Ativo,Vara
PR,Cascavel,Cascavel - 2ª Vara de Família e Sucessões e Acidentes do Trabalho,Não informado,Ativo,Vara
PR,Cascavel,"Cascavel - 2ª Juizado Especial Cível, Criminal e da Fazenda Pública",Não informado,Ativo,Vara
PR,Cascavel,Cascavel - 3ª Vara Cível,Não informado,Ativo,Vara
PR,Cascavel,Cascavel - 3ª Vara Criminal,Não informado,Ativo,Vara
PR,Cascavel,"Cascavel - 3ª Juizado Especial Cível, Criminal e da Fazenda Pública",Não informado,Ativo,Vara
PR,Cascavel,Cascavel - 4ª Vara Cível,Não informado,Ativo,Vara
PR,Cascavel,Cascavel - 4ª Vara Criminal,Não informado,Ativo,Vara
PR,Cascavel,Cascavel - 5ª Vara Cível,Não informado,Ativo,Vara
PR,Cascavel,Cascavel - Centro Judiciário de Solução de Conflitos e Cidadania da Comarca de Cascavel,Não informado,Ativo,Vara
PR,Cascavel,"Cascavel - Juizado de Violência Doméstica e Familiar Contra A Mulher, Vara de Crimes Contra Crianças, Adolescentes e Idosos e de Execução de Penas e Medidas Alternativas",Não informado,Ativo,Vara
PR,Cascavel,Cascavel - Plantão Judiciário,Não informado,Ativo,Vara
PR,Cascavel,Cascavel - Vara da Fazenda Pública,Não informado,Ativo,Vara
PR,Cascavel,Cascavel - Vara da Infância e Juventude,Não informado,Ativo,Vara
PR,Cascavel,Cascavel - Vara de Execuções Penais e Corregedoria dos Presídios,Não informado,Ativo,Vara
